country,year,sex,age,suicides_no,population,suicides/100k pop,generation,gdp_for_year ($) ,gdp_per_capita ($)
Russian Federation,2007,male,55-74 years,6151,10209479,60.25,Silent,"12,99,70,52,47,686",9643
Russian Federation,2007,male,15-24 years,5257,11862129,44.32,Millenials,"12,99,70,52,47,686",9643
Russian Federation,2007,female,75+ years,1358,5710937,23.78,Silent,"12,99,70,52,47,686",9643
Russian Federation,2007,female,55-74 years,1738,15620091,11.13,Silent,"12,99,70,52,47,686",9643
Russian Federation,2007,female,35-54 years,2176,22379725,9.72,Boomers,"12,99,70,52,47,686",9643
Russian Federation,2007,female,25-34 years,1051,10944247,9.6,Generation X,"12,99,70,52,47,686",9643
Russian Federation,2007,female,15-24 years,949,11502702,8.25,Millenials,"12,99,70,52,47,686",9643
Russian Federation,2007,male,5-14 years,192,6911384,2.78,Generation Z,"12,99,70,52,47,686",9643
Russian Federation,2007,female,5-14 years,69,6605348,1.04,Generation Z,"12,99,70,52,47,686",9643
Russian Federation,2008,male,75+ years,1712,2029226,84.37,Silent,"16,60,84,44,08,500",12359
Russian Federation,2008,male,25-34 years,6860,11091377,61.85,Generation X,"16,60,84,44,08,500",12359
Russian Federation,2008,male,35-54 years,11848,20041975,59.12,Boomers,"16,60,84,44,08,500",12359
Russian Federation,2008,male,55-74 years,5855,10403205,56.28,Silent,"16,60,84,44,08,500",12359
Russian Federation,2008,male,15-24 years,4863,11377099,42.74,Millenials,"16,60,84,44,08,500",12359
Russian Federation,2008,female,75+ years,1285,5714841,22.49,Silent,"16,60,84,44,08,500",12359
Russian Federation,2008,female,55-74 years,1613,15906813,10.14,Silent,"16,60,84,44,08,500",12359
Russian Federation,2008,female,35-54 years,2040,22229346,9.18,Boomers,"16,60,84,44,08,500",12359
Russian Federation,2008,female,25-34 years,981,11179123,8.78,Generation X,"16,60,84,44,08,500",12359
Russian Federation,2008,female,15-24 years,916,11025088,8.31,Millenials,"16,60,84,44,08,500",12359
Russian Federation,2008,male,5-14 years,148,6848169,2.16,Generation Z,"16,60,84,44,08,500",12359
Russian Federation,2008,female,5-14 years,90,6539687,1.38,Generation Z,"16,60,84,44,08,500",12359
Russian Federation,2009,male,75+ years,1534,2012787,76.21,Silent,"12,22,64,36,96,992",9118
Russian Federation,2009,male,25-34 years,7233,11373727,63.59,Generation X,"12,22,64,36,96,992",9118
Russian Federation,2009,male,35-54 years,11721,19901557,58.89,Boomers,"12,22,64,36,96,992",9118
Russian Federation,2009,male,55-74 years,5637,10645241,52.95,Silent,"12,22,64,36,96,992",9118
Russian Federation,2009,male,15-24 years,4632,10819693,42.81,Millenials,"12,22,64,36,96,992",9118
Russian Federation,2009,female,75+ years,1133,5657810,20.03,Silent,"12,22,64,36,96,992",9118
Russian Federation,2009,female,55-74 years,1519,16287675,9.33,Silent,"12,22,64,36,96,992",9118
Russian Federation,2009,female,35-54 years,1930,22050450,8.75,Boomers,"12,22,64,36,96,992",9118
Russian Federation,2009,female,25-34 years,986,11440839,8.62,Generation X,"12,22,64,36,96,992",9118
Russian Federation,2009,female,15-24 years,839,10472951,8.01,Millenials,"12,22,64,36,96,992",9118
Russian Federation,2009,male,5-14 years,166,6869835,2.42,Generation Z,"12,22,64,36,96,992",9118
Russian Federation,2009,female,5-14 years,78,6552868,1.19,Generation Z,"12,22,64,36,96,992",9118
Russian Federation,2010,male,75+ years,1506,2023458,74.43,Silent,"15,24,91,61,12,079",11307
Russian Federation,2010,male,25-34 years,6508,11398127,57.1,Generation X,"15,24,91,61,12,079",11307
Russian Federation,2010,male,35-54 years,10304,19786280,52.08,Generation X,"15,24,91,61,12,079",11307
Russian Federation,2010,male,55-74 years,5178,11174530,46.34,Silent,"15,24,91,61,12,079",11307
Russian Federation,2010,male,15-24 years,3934,10546669,37.3,Millenials,"15,24,91,61,12,079",11307
Russian Federation,2010,female,75+ years,1041,5711389,18.23,Silent,"15,24,91,61,12,079",11307
Russian Federation,2010,female,55-74 years,1354,16921727,8,Silent,"15,24,91,61,12,079",11307
Russian Federation,2010,female,25-34 years,893,11473939,7.78,Generation X,"15,24,91,61,12,079",11307
Russian Federation,2010,female,35-54 years,1680,21894031,7.67,Generation X,"15,24,91,61,12,079",11307
Russian Federation,2010,female,15-24 years,763,10241329,7.45,Millenials,"15,24,91,61,12,079",11307
Russian Federation,2010,male,5-14 years,131,7012170,1.87,Generation Z,"15,24,91,61,12,079",11307
Russian Federation,2010,female,5-14 years,64,6682338,0.96,Generation Z,"15,24,91,61,12,079",11307
Russian Federation,2011,male,75+ years,1485,2093449,70.94,Silent,"20,51,66,17,32,060",15226
Russian Federation,2011,male,25-34 years,6011,11598196,51.83,Millenials,"20,51,66,17,32,060",15226
Russian Federation,2011,male,35-54 years,9411,19684905,47.81,Generation X,"20,51,66,17,32,060",15226
Russian Federation,2011,male,55-74 years,4892,11401026,42.91,Boomers,"20,51,66,17,32,060",15226
Russian Federation,2011,male,15-24 years,3569,10070836,35.44,Millenials,"20,51,66,17,32,060",15226
Russian Federation,2011,female,75+ years,1103,5829088,18.92,Silent,"20,51,66,17,32,060",15226
Russian Federation,2011,female,15-24 years,740,9723773,7.61,Millenials,"20,51,66,17,32,060",15226
Russian Federation,2011,female,55-74 years,1300,17200185,7.56,Boomers,"20,51,66,17,32,060",15226
Russian Federation,2011,female,25-34 years,843,11638171,7.24,Millenials,"20,51,66,17,32,060",15226
Russian Federation,2011,female,35-54 years,1515,21733089,6.97,Generation X,"20,51,66,17,32,060",15226
Russian Federation,2011,male,5-14 years,102,7052757,1.45,Generation Z,"20,51,66,17,32,060",15226
Russian Federation,2011,female,5-14 years,67,6720399,1,Generation Z,"20,51,66,17,32,060",15226
Russian Federation,2012,male,75+ years,1486,2211989,67.18,Silent,"22,10,25,69,76,945",16413
Russian Federation,2012,male,25-34 years,5762,11845892,48.64,Millenials,"22,10,25,69,76,945",16413
Russian Federation,2012,male,35-54 years,8755,19588712,44.69,Generation X,"22,10,25,69,76,945",16413
Russian Federation,2012,male,55-74 years,4804,11597408,41.42,Boomers,"22,10,25,69,76,945",16413
Russian Federation,2012,male,15-24 years,3275,9484213,34.53,Millenials,"22,10,25,69,76,945",16413
Russian Federation,2012,female,75+ years,1095,6062562,18.06,Silent,"22,10,25,69,76,945",16413
Russian Federation,2012,female,25-34 years,866,11827264,7.32,Millenials,"22,10,25,69,76,945",16413
Russian Federation,2012,female,35-54 years,1572,21564691,7.29,Generation X,"22,10,25,69,76,945",16413
Russian Federation,2012,female,55-74 years,1229,17375445,7.07,Boomers,"22,10,25,69,76,945",16413
Russian Federation,2012,female,15-24 years,627,9131383,6.87,Millenials,"22,10,25,69,76,945",16413
Russian Federation,2012,male,5-14 years,107,7159170,1.49,Generation Z,"22,10,25,69,76,945",16413
Russian Federation,2012,female,5-14 years,65,6819793,0.95,Generation Z,"22,10,25,69,76,945",16413
Russian Federation,2013,male,75+ years,1549,2349484,65.93,Silent,"22,97,12,80,39,058",17052
Russian Federation,2013,male,25-34 years,5825,12057910,48.31,Millenials,"22,97,12,80,39,058",17052
Russian Federation,2013,male,35-54 years,8815,19484117,45.24,Generation X,"22,97,12,80,39,058",17052
Russian Federation,2013,male,55-74 years,4644,11808589,39.33,Boomers,"22,97,12,80,39,058",17052
Russian Federation,2013,male,15-24 years,2770,8908926,31.09,Millenials,"22,97,12,80,39,058",17052
Russian Federation,2013,female,75+ years,1000,6355318,15.73,Silent,"22,97,12,80,39,058",17052
Russian Federation,2013,female,35-54 years,1454,21385188,6.8,Generation X,"22,97,12,80,39,058",17052
Russian Federation,2013,female,25-34 years,803,11984461,6.7,Millenials,"22,97,12,80,39,058",17052
Russian Federation,2013,female,55-74 years,1154,17517861,6.59,Boomers,"22,97,12,80,39,058",17052
Russian Federation,2013,female,15-24 years,511,8554683,5.97,Millenials,"22,97,12,80,39,058",17052
Russian Federation,2013,male,5-14 years,111,7327888,1.51,Generation Z,"22,97,12,80,39,058",17052
Russian Federation,2013,female,5-14 years,54,6979537,0.77,Generation Z,"22,97,12,80,39,058",17052
Russian Federation,2014,male,75+ years,1597,2349484,67.97,Silent,"20,63,66,26,65,172",15319
Russian Federation,2014,male,25-34 years,5276,12057910,43.76,Millenials,"20,63,66,26,65,172",15319
Russian Federation,2014,male,35-54 years,8105,19484117,41.6,Generation X,"20,63,66,26,65,172",15319
Russian Federation,2014,male,55-74 years,4501,11808589,38.12,Boomers,"20,63,66,26,65,172",15319
Russian Federation,2014,male,15-24 years,2311,8908926,25.94,Millenials,"20,63,66,26,65,172",15319
Russian Federation,2014,female,75+ years,1019,6355318,16.03,Silent,"20,63,66,26,65,172",15319
Russian Federation,2014,female,55-74 years,1105,17517861,6.31,Boomers,"20,63,66,26,65,172",15319
Russian Federation,2014,female,35-54 years,1297,21385188,6.06,Generation X,"20,63,66,26,65,172",15319
Russian Federation,2014,female,25-34 years,723,11984461,6.03,Millenials,"20,63,66,26,65,172",15319
Russian Federation,2014,female,15-24 years,467,8554683,5.46,Millenials,"20,63,66,26,65,172",15319
Russian Federation,2014,male,5-14 years,96,7327888,1.31,Generation Z,"20,63,66,26,65,172",15319
Russian Federation,2014,female,5-14 years,44,6979537,0.63,Generation Z,"20,63,66,26,65,172",15319
Russian Federation,2015,male,75+ years,1519,2608590,58.23,Silent,"13,68,40,07,05,491",9987
Russian Federation,2015,male,35-54 years,7898,19598084,40.3,Generation X,"13,68,40,07,05,491",9987
Russian Federation,2015,male,25-34 years,4994,12407057,40.25,Millenials,"13,68,40,07,05,491",9987
Russian Federation,2015,male,55-74 years,4443,12564884,35.36,Boomers,"13,68,40,07,05,491",9987
Russian Federation,2015,male,15-24 years,1928,7995706,24.11,Millenials,"13,68,40,07,05,491",9987
Russian Federation,2015,female,75+ years,953,6957819,13.7,Silent,"13,68,40,07,05,491",9987
Russian Federation,2015,female,35-54 years,1391,21387236,6.5,Generation X,"13,68,40,07,05,491",9987
Russian Federation,2015,female,25-34 years,730,12264840,5.95,Millenials,"13,68,40,07,05,491",9987
Russian Federation,2015,female,55-74 years,1062,18280577,5.81,Boomers,"13,68,40,07,05,491",9987
Russian Federation,2015,female,15-24 years,378,7653174,4.94,Millenials,"13,68,40,07,05,491",9987
Russian Federation,2015,male,5-14 years,79,7836667,1.01,Generation Z,"13,68,40,07,05,491",9987
Russian Federation,2015,female,5-14 years,57,7464309,0.76,Generation Z,"13,68,40,07,05,491",9987
Serbia,2000,male,75+ years,162,135980,119.14,G.I. Generation,"6,54,02,47,190",915
Serbia,2000,male,55-74 years,417,788999,52.85,Silent,"6,54,02,47,190",915
Serbia,2000,female,75+ years,97,224751,43.16,G.I. Generation,"6,54,02,47,190",915
Serbia,2000,male,35-54 years,304,1091897,27.84,Boomers,"6,54,02,47,190",915
Serbia,2000,female,55-74 years,228,934771,24.39,Silent,"6,54,02,47,190",915
Serbia,2000,male,25-34 years,98,482971,20.29,Generation X,"6,54,02,47,190",915
Serbia,2000,male,15-24 years,83,521679,15.91,Generation X,"6,54,02,47,190",915
Serbia,2000,female,35-54 years,97,1110851,8.73,Boomers,"6,54,02,47,190",915
Serbia,2000,female,25-34 years,31,484418,6.4,Generation X,"6,54,02,47,190",915
Serbia,2000,female,15-24 years,17,502157,3.39,Generation X,"6,54,02,47,190",915
Serbia,2000,male,5-14 years,5,445855,1.12,Millenials,"6,54,02,47,190",915
Serbia,2000,female,5-14 years,4,424811,0.94,Millenials,"6,54,02,47,190",915
Serbia,2001,male,75+ years,163,143189,113.84,Silent,"12,26,71,75,481",1718
Serbia,2001,male,55-74 years,366,776659,47.12,Silent,"12,26,71,75,481",1718
Serbia,2001,female,75+ years,85,237291,35.82,Silent,"12,26,71,75,481",1718
Serbia,2001,male,35-54 years,329,1097381,29.98,Boomers,"12,26,71,75,481",1718
Serbia,2001,male,25-34 years,92,487989,18.85,Generation X,"12,26,71,75,481",1718
Serbia,2001,female,55-74 years,173,918529,18.83,Silent,"12,26,71,75,481",1718
Serbia,2001,male,15-24 years,71,519061,13.68,Millenials,"12,26,71,75,481",1718
Serbia,2001,female,35-54 years,126,1117999,11.27,Boomers,"12,26,71,75,481",1718
Serbia,2001,female,25-34 years,21,488261,4.3,Generation X,"12,26,71,75,481",1718
Serbia,2001,female,15-24 years,12,498990,2.4,Millenials,"12,26,71,75,481",1718
Serbia,2001,male,5-14 years,4,439347,0.91,Millenials,"12,26,71,75,481",1718
Serbia,2001,female,5-14 years,0,417714,0,Millenials,"12,26,71,75,481",1718
Serbia,2002,male,75+ years,165,151768,108.72,Silent,"16,11,68,43,146",2258
Serbia,2002,male,55-74 years,410,772635,53.07,Silent,"16,11,68,43,146",2258
Serbia,2002,female,75+ years,96,250502,38.32,Silent,"16,11,68,43,146",2258
Serbia,2002,male,35-54 years,309,1094978,28.22,Boomers,"16,11,68,43,146",2258
Serbia,2002,male,25-34 years,94,494298,19.02,Generation X,"16,11,68,43,146",2258
Serbia,2002,female,55-74 years,169,910921,18.55,Silent,"16,11,68,43,146",2258
Serbia,2002,male,15-24 years,69,516180,13.37,Millenials,"16,11,68,43,146",2258
Serbia,2002,female,35-54 years,94,1116564,8.42,Boomers,"16,11,68,43,146",2258
Serbia,2002,female,25-34 years,23,492285,4.67,Generation X,"16,11,68,43,146",2258
Serbia,2002,female,15-24 years,13,495315,2.62,Millenials,"16,11,68,43,146",2258
Serbia,2002,male,5-14 years,4,432109,0.93,Millenials,"16,11,68,43,146",2258
Serbia,2002,female,5-14 years,0,410558,0,Millenials,"16,11,68,43,146",2258
Serbia,2003,male,75+ years,158,160745,98.29,Silent,"21,18,87,04,081",2979
Serbia,2003,male,55-74 years,344,770873,44.62,Silent,"21,18,87,04,081",2979
Serbia,2003,female,75+ years,85,262606,32.37,Silent,"21,18,87,04,081",2979
Serbia,2003,male,35-54 years,342,1083446,31.57,Boomers,"21,18,87,04,081",2979
Serbia,2003,male,25-34 years,89,499406,17.82,Generation X,"21,18,87,04,081",2979
Serbia,2003,female,55-74 years,155,907413,17.08,Silent,"21,18,87,04,081",2979
Serbia,2003,male,15-24 years,64,511900,12.5,Millenials,"21,18,87,04,081",2979
Serbia,2003,female,35-54 years,103,1106280,9.31,Boomers,"21,18,87,04,081",2979
Serbia,2003,female,25-34 years,22,494582,4.45,Generation X,"21,18,87,04,081",2979
Serbia,2003,female,15-24 years,16,490226,3.26,Millenials,"21,18,87,04,081",2979
Serbia,2003,female,5-14 years,0,402011,0,Millenials,"21,18,87,04,081",2979
Serbia,2003,male,5-14 years,0,422487,0,Millenials,"21,18,87,04,081",2979
Serbia,2004,male,75+ years,176,170536,103.2,Silent,"24,86,14,83,281",3508
Serbia,2004,male,55-74 years,376,770962,48.77,Silent,"24,86,14,83,281",3508
Serbia,2004,male,35-54 years,296,1069970,27.66,Boomers,"24,86,14,83,281",3508
Serbia,2004,female,75+ years,64,274458,23.32,Silent,"24,86,14,83,281",3508
Serbia,2004,female,55-74 years,158,906656,17.43,Silent,"24,86,14,83,281",3508
Serbia,2004,male,25-34 years,74,504902,14.66,Generation X,"24,86,14,83,281",3508
Serbia,2004,male,15-24 years,55,506347,10.86,Millenials,"24,86,14,83,281",3508
Serbia,2004,female,35-54 years,117,1093778,10.7,Boomers,"24,86,14,83,281",3508
Serbia,2004,female,25-34 years,20,497596,4.02,Generation X,"24,86,14,83,281",3508
Serbia,2004,female,15-24 years,8,484852,1.65,Millenials,"24,86,14,83,281",3508
Serbia,2004,male,5-14 years,1,413105,0.24,Millenials,"24,86,14,83,281",3508
Serbia,2004,female,5-14 years,0,393202,0,Millenials,"24,86,14,83,281",3508
Serbia,2005,male,75+ years,195,180107,108.27,Silent,"26,25,20,07,830",3719
Serbia,2005,male,55-74 years,382,773127,49.41,Silent,"26,25,20,07,830",3719
Serbia,2005,female,75+ years,103,286007,36.01,Silent,"26,25,20,07,830",3719
Serbia,2005,male,35-54 years,295,1054508,27.98,Boomers,"26,25,20,07,830",3719
Serbia,2005,female,55-74 years,172,907793,18.95,Silent,"26,25,20,07,830",3719
Serbia,2005,male,25-34 years,86,509858,16.87,Generation X,"26,25,20,07,830",3719
Serbia,2005,female,35-54 years,114,1078540,10.57,Boomers,"26,25,20,07,830",3719
Serbia,2005,male,15-24 years,45,499116,9.02,Millenials,"26,25,20,07,830",3719
Serbia,2005,female,25-34 years,30,501034,5.99,Generation X,"26,25,20,07,830",3719
Serbia,2005,female,15-24 years,12,478193,2.51,Millenials,"26,25,20,07,830",3719
Serbia,2005,male,5-14 years,3,405216,0.74,Millenials,"26,25,20,07,830",3719
Serbia,2005,female,5-14 years,0,385483,0,Millenials,"26,25,20,07,830",3719
Serbia,2006,male,75+ years,196,189274,103.55,Silent,"30,60,79,91,862",4353
Serbia,2006,male,55-74 years,366,774694,47.24,Silent,"30,60,79,91,862",4353
Serbia,2006,female,75+ years,122,296792,41.11,Silent,"30,60,79,91,862",4353
Serbia,2006,male,35-54 years,312,1040532,29.98,Boomers,"30,60,79,91,862",4353
Serbia,2006,male,25-34 years,93,513643,18.11,Generation X,"30,60,79,91,862",4353
Serbia,2006,female,55-74 years,158,908095,17.4,Silent,"30,60,79,91,862",4353
Serbia,2006,male,15-24 years,52,491590,10.58,Millenials,"30,60,79,91,862",4353
Serbia,2006,female,35-54 years,103,1064812,9.67,Boomers,"30,60,79,91,862",4353
Serbia,2006,female,25-34 years,25,503695,4.96,Generation X,"30,60,79,91,862",4353
Serbia,2006,female,15-24 years,14,470829,2.97,Millenials,"30,60,79,91,862",4353
Serbia,2006,male,5-14 years,2,398605,0.5,Millenials,"30,60,79,91,862",4353
Serbia,2006,female,5-14 years,0,379250,0,Millenials,"30,60,79,91,862",4353
Serbia,2007,male,75+ years,180,196533,91.59,Silent,"40,28,95,56,656",5748
Serbia,2007,male,55-74 years,368,779298,47.22,Silent,"40,28,95,56,656",5748
Serbia,2007,female,75+ years,90,305647,29.45,Silent,"40,28,95,56,656",5748
Serbia,2007,male,35-54 years,272,1026072,26.51,Boomers,"40,28,95,56,656",5748
Serbia,2007,female,55-74 years,169,910892,18.55,Silent,"40,28,95,56,656",5748
Serbia,2007,male,25-34 years,88,516639,17.03,Generation X,"40,28,95,56,656",5748
Serbia,2007,male,15-24 years,60,483634,12.41,Millenials,"40,28,95,56,656",5748
Serbia,2007,female,35-54 years,92,1051329,8.75,Boomers,"40,28,95,56,656",5748
Serbia,2007,female,25-34 years,22,505537,4.35,Generation X,"40,28,95,56,656",5748
Serbia,2007,female,15-24 years,12,463240,2.59,Millenials,"40,28,95,56,656",5748
Serbia,2007,female,5-14 years,0,375598,0,Generation Z,"40,28,95,56,656",5748
Serbia,2007,male,5-14 years,0,395191,0,Generation Z,"40,28,95,56,656",5748
Serbia,2008,male,75+ years,175,204761,85.47,Silent,"49,25,95,26,053",7049
Serbia,2008,male,55-74 years,296,787243,37.6,Silent,"49,25,95,26,053",7049
Serbia,2008,male,35-54 years,296,1009044,29.33,Boomers,"49,25,95,26,053",7049
Serbia,2008,female,75+ years,91,315905,28.81,Silent,"49,25,95,26,053",7049
Serbia,2008,male,25-34 years,95,519052,18.3,Generation X,"49,25,95,26,053",7049
Serbia,2008,female,55-74 years,153,916599,16.69,Silent,"49,25,95,26,053",7049
Serbia,2008,female,35-54 years,105,1035157,10.14,Boomers,"49,25,95,26,053",7049
Serbia,2008,male,15-24 years,41,474210,8.65,Millenials,"49,25,95,26,053",7049
Serbia,2008,female,25-34 years,23,506464,4.54,Generation X,"49,25,95,26,053",7049
Serbia,2008,female,15-24 years,14,453885,3.08,Millenials,"49,25,95,26,053",7049
Serbia,2008,female,5-14 years,0,373176,0,Generation Z,"49,25,95,26,053",7049
Serbia,2008,male,5-14 years,0,393036,0,Generation Z,"49,25,95,26,053",7049
Serbia,2009,male,75+ years,204,212060,96.2,Silent,"42,61,66,53,300",6116
Serbia,2009,male,55-74 years,341,795140,42.89,Silent,"42,61,66,53,300",6116
Serbia,2009,male,35-54 years,328,994315,32.99,Boomers,"42,61,66,53,300",6116
Serbia,2009,female,75+ years,92,324298,28.37,Silent,"42,61,66,53,300",6116
Serbia,2009,male,25-34 years,85,520754,16.32,Generation X,"42,61,66,53,300",6116
Serbia,2009,female,55-74 years,145,923078,15.71,Silent,"42,61,66,53,300",6116
Serbia,2009,female,35-54 years,102,1020674,9.99,Boomers,"42,61,66,53,300",6116
Serbia,2009,male,15-24 years,38,464633,8.18,Millenials,"42,61,66,53,300",6116
